Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
UTI-Sensex Exchange Traded Fund,UTISENSETF,"Equity","15502.995608939998","714.76",,"0","0","0",,
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","15494.179841070001","1911.65","83.33333333333334","5","0","16.666666666666664","6","-10.774236867930373"
KEC International Ltd,KEC,"Construction & Engineering","15448.4401533","600.2","60","12","20","20","20","-5.142286570144779"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","15394.5676971","311.6","90","9","10","0","10","-3.877221324717286"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches","15359.42306718","516.15",,"0","0","0",,"111.45713187235677"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","15291.755997760001","791.35","68.42105263157895","13","26.31578947368421","5.263157894736842","19","0.14486363922655127"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","15230.083372129999","86.45","33.33333333333333","1","66.66666666666666","0","3","-21.17376294591485"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","15093.32207565","678.4","75","12","18.75","6.25","16","2.303672628247586"
Tanla Platforms Ltd,TANLA,"Software Services","14988.32781264","1117.25","100","1","0","0","1","-11.899210903873747"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","14966.98983","13611.65","100","2","0","0","2","2.4867773963069473"
Finolex Cables Ltd,FINCABLES,"Cables","14952.115063925","996.95","71.42857142857143","5","28.57142857142857","0","7","-8.658517874494962"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","14776.360996120002","856.9",,"0","0","0",,
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","14699.094907865","1269.3","72.22222222222221","13","22.22222222222222","5.555555555555555","18","2.266943345992721"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14629.10094864","4743.1","40","4","30","30","10","-1.4544997275432712"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","14605.572201920002","1051.7","80","4","20","0","5","-3.1155015197568345"
Affle (India) Ltd,AFFLE,"Advertising","14320.206564270002","1064.25","90.90909090909092","10","0","9.090909090909092","11","16.246628847763418"
Redington (India) Ltd,REDINGTON,"Technology Hardware","14203.22811514","180.95","83.33333333333334","5","16.666666666666664","0","6","14.19922949917447"
Aether Industries Ltd,AETHER,"Specialty Chemicals","14136.286118470001","1058.2","100","4","0","0","4","1.246836036373859"
