Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
Sun Tv Network Ltd,SUNTV,"TV Channels & Broadcasters","18981.0857223","61","7.28076923076923","1","90","82"
Five-Star Business Finance Ltd,FIVESTAR,"Consumer Finance","18850.0106256","33",,,"50","82"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","18696.57360675","35","5.51785714285714","6","53","8"
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","18560.078823670003","57",,,,"54"
Crompton Greaves Consumer Electricals Ltd,CROMPTON,"Home Electronics & Appliances","18534.707630575","88","5.15909090909091","15","37","7"
Vinati Organics Ltd,VINATIORGA,"Specialty Chemicals","18533.659256","31","6.42549019607843","26","10","2"
Nippon Life India Asset Management Ltd,NAM-INDIA,"Asset Management","18228.41686407","87","4.05869565217391","22","65","27"
Gland Pharma Ltd,GLAND,"Pharmaceuticals","18212.61700734","61","8.03428571428571","1","50","7"
Whirlpool of India Ltd,WHIRLPOOL,"Home Electronics & Appliances","18204.8388867","9","6.05909090909091","21","19","2"
Emami Ltd,EMAMILTD,"FMCG - Personal Products","18108.2025","49","4.69444444444444","5","60","33"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","18099.427781","58","6.39375","57","11","14"
IDFC Ltd,IDFC,"Diversified Financials","18015.82474936","6","2.56739130434783","93",,"79"
SJVN Ltd,SJVN,"Renewable Energy","17939.514973875","6","6.6625","70","85","93"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","17935.41020254","75","4.48627450980392","64","8","44"
360 One Wam Ltd,360ONE,"Investment Banking & Brokerage","17916.26330475","64",,"50","63","44"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","17855.969743095","41","3.61176470588235","74","28","69"
Ajanta Pharma Ltd,AJANTPHARM,"Pharmaceuticals","17768.587655325","97","6.31714285714286","37","66","36"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","17664.4461357","99","4.89444444444445","5",,"11"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","17598.778635375","10","5.8","77","5","21"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","17507.43166957","8","5.26739130434783","59","78","90"
Blue Dart Express Ltd,BLUEDART,"Logistics","17390.55874761","58","4.92272727272727","8","32","28"
Pfizer Ltd,PFIZER,"Pharmaceuticals","17320.548812520003","87",,"3","47","39"
Nexus Select Trust,NXST,"Real Estate","17290.695","47",,,,"89"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","16955.95572","71","5.57910447761194","90","33","71"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","16810.00936812","98","7.36842105263158","84","12","30"
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","16491.898520479997","85","6.91666666666667","85","89","98"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","16485.95612384","8","4.91666666666667","30","61","19"
Trident Ltd,TRIDENT,"Textiles","16454.7332931","74","5.63606557377049","28",,"18"
Capri Global Capital Ltd,CGCL,"Consumer Finance","16338.643651220002","7","7","39",,"28"
Aarti Industries Ltd,AARTIIND,"Specialty Chemicals","16251.05588905","15","4.86862745098039","12","52","8"
NLC India Ltd,NLCINDIA,"Metals - Diversified","16091.917847445002","64",,"63","85","90"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","16039.8004128","56","4.95454545454545","97","88","97"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","15840.92242404","100","5.83571428571429","43","53","56"
Cyient Ltd,CYIENT,"Software Services","15632.463583275","84","4.07142857142857","78","60","76"
JBM Auto Ltd,JBMA,"Auto Parts","15561.3225712","20","4.71525423728814","100","5","31"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","15528.721759085001","97","7.54375","85","95","92"
UTI-Sensex Exchange Traded Fund,UTISENSETF,"Equity","15502.995608939998",,,,,
KEC International Ltd,KEC,"Construction & Engineering","15467.72178105","35","4.59920634920635","66","64","45"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches","15385.996463489999","14","4.36617647058824","52","99","91"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","15339.06","12",,"65",,"67"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","15317.760747520002","50","2.55476190476191","86","39","59"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","15037.972093389999","64","4.66153846153846","56","51","76"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","14993.482537235","87","3.65714285714286","51","81","73"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","14868.92735575","42","7.5","21","30","47"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","14751.121838775","58","7.76153846153846","60","22","25"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","14619.361174245001","90","5.51","39","72","78"
Redington (India) Ltd,REDINGTON,"Technology Hardware","14558.89508225","3","7.02857142857143","72","90","78"
Tanla Platforms Ltd,TANLA,"Software Services","14435.942345370002","99","5.93409090909091","11","59","23"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","14427.551745","79","3.55294117647059","54","25","11"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","14303.71969931","93","3.46363636363636","53","23","24"
Aether Industries Ltd,AETHER,"Specialty Chemicals","14272.7853657","5",,"34","4","20"
Tata Teleservices (Maharashtra) Ltd,TTML,"Telecom Services","14270.9724071","95","4","7",,"3"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14194.649088720002","47","5.81960784313726","27","36","13"
Affle (India) Ltd,AFFLE,"Advertising","14193.691208220001","96","6.83333333333333","3","16","9"
Westlife Development Ltd,WESTLIFE,"Restaurants & Cafes","14010.790483575","14","3.64285714285714","48","3","35"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","13979.907464554999","25","5.39444444444444","19","88","52"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","13907.312911370002","1","4.09","47",,"17"
Clean Science and Technology Ltd,CLEAN,"Specialty Chemicals","13792.512072675","24","7.50980392156863","21","25","15"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","13782.614361525","53","5.45","3","18","15"
PVR Ltd,PVRINOX,"Theatres","13740.40562507","24","3.31538461538462","1","12","22"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","13735.25331665","95","4.76410256410256","76","69","86"
Brigade Enterprises Ltd,BRIGADE,"Real Estate","13368.658748375","69","3.98888888888889","33","47","26"
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","13272.131098485","92","5.87777777777778","81",,"58"
Finolex Cables Ltd,FINCABLES,"Cables","13229.2533425","92","7.03857142857143","99","65","80"
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines","13151.40874746","23","3.96111111111111","40","45","57"
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","13093.014083755","16","6.72727272727273","24","60","68"
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","13002.013737680001","82","5.29196428571429","39","76","80"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","12863.02244535","23","6.48809523809524","20",,"15"
NMDC Steel Ltd,NSLNISP,"Iron & Steel","12836.053623",,,,,
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","12830.6579191","75","4.69357142857143","7","59","12"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","12786.598825425","100","7.25454545454546","99","13","69"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","12780.453122325","85","4.87203389830508","40","37","11"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","12680.829212265","56","2.62837837837838","13","38","26"
RHI Magnesita India Ltd,RHIM,"Cement","12603.81453591","35","7.41756756756757","24","20","3"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","12578.1183552","18","6.50490196078431","24","19","6"
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","12467.79946535","99","3.46078431372549","72","34","42"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","12466.3275","77","5.63695652173913","18","40","16"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","12363.0010504","17","5.92285714285714","68","6","51"
Suven Pharmaceuticals Ltd,SUVENPHAR,"Pharmaceuticals","12362.94708814","90","7.86071428571429","40",,"25"
Sundaram Clayton Ltd,SUNCLAYLTD,"Auto Parts","12273.490883975","12",,"65","86","78"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","12204.5465418","15","3.83071428571429","19","86","53"
Aegis Logistics Ltd,AEGISCHEM,"Oil & Gas - Storage & Transportation","12158.64","17","5.5625","87","54","47"
Raymond Ltd,RAYMOND,"Apparel & Accessories","12123.409283755","81","3.30409836065574","90","83","92"
Aavas Financiers Ltd,AAVAS,"Home Financing","12062.940753289999","8","6.37272727272727","35","45","50"
RBL Bank Ltd,RBLBANK,"Private Banks","11865.012722655001","61","4.88709677419355","77","93","94"
KIOCL Ltd,KIOCL,"Iron & Steel","11848.10761652","11","6.36417910447761","56","53","43"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","11772.2604968","47",,"54","57","59"
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","11771.172","25","5.25909090909091","89","99","100"
Amara Raja Batteries Ltd,AMARAJABAT,"Batteries","11746.775625","34","6.21142857142857","79","81","87"
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","11731.160784105","38","7.46875","95","6","44"
POWERGRID Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","11516.9498752","79",,"100","82","94"
Hindustan Copper Ltd,HINDCOPPER,"Mining - Copper","11338.3566345","94","3.33333333333333","58","65","63"
BASF India Ltd,BASF,"Diversified Chemicals","11188.0393708","56","6.84444444444444","29","58","24"
Olectra Greentech Ltd,OLECTRA,"Electrical Components & Equipments","11184.32122362","85","4.80714285714286","72","1","47"
Anupam Rasayan India Ltd,ANURAS,"Specialty Chemicals","11178.12721848","7","5.43529411764706","68","26","47"
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","11174.74854678","5","10","28","67","53"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","11036.02887504","37","6.07058823529412","25","97","67"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","10985.2119684","74","6.61428571428571","9","33","22"
Aditya Birla Sun Life Amc Ltd,ABSLAMC,"Asset Management","10941.094143565","69",,"19","66","29"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","10917.74745776","13",,,,"17"
Sheela Foam Ltd,SFL,"Home Furnishing","10909.78718112","68","6.16666666666667","23","17","8"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","10895.275891714999","44","6.9375","84","93","98"
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","10813.005488","82","6.71666666666667","39","32","10"
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","10800.45457894","33","10","51","24","49"
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","10779.4791594","69","6.41538461538462","75","18","66"
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","10759.09644","95","6.64375","82","70","78"
Bharat 22 ETF,ICICIB22,"Equity","10739.054693185",,,,,
Mahanagar Gas Ltd,MGL,"Gas Distribution","10713.93169077","86","5.83333333333333","83","72","85"
Vardhman Textiles Ltd,VTL,"Textiles","10680.925797","81","6.04180327868852","43","82","65"
Nippon India ETF Bank BeES,BANKBEES,"Equity","10625.94809425",,,,,
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","10549.2199921","32","7.33181818181818","16","33","4"
Can Fin Homes Ltd,CANFINHOME,"Home Financing","10548.4697825","7","3.86363636363636","79","83","90"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","10465.670824085","22","5.98260869565217","67","99","97"
Equitas Small Finance Bank Ltd,EQUITASBNK,"Private Banks","10375.32262212","71","7.14677419354839","95","82","94"
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","10341.55220224","62","4.28478260869565","37","71","33"
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","10267.331562","9",,,"7","67"
ITI Ltd,ITI,"Telecom Equipments","10262.27249784","10","3.9","21",,"4"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","10218.520245964999","96","6.08636363636364","16","57","48"
Jindal SAW Ltd,JINDALSAW,"Building Products - Pipes","10123.48539038","89","3.90149253731343","97","85","96"
CEAT Ltd,CEATLTD,"Tires & Rubber","10018.881037019999","74","4.365","80","61","84"
Century Textile and Industries Ltd,CENTURYTEX,"Paper Products","10018.5440176","61","2.75333333333333","19","36","14"
BSE Ltd,BSE,"Stock Exchanges & Ratings","9973.1835","86","6.13333333333333","20","44","41"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","9958.41478555","87","6.4","18","66","49"
CESC Ltd,CESC,"Power Generation","9948.40607715","63","7.25","34","98","88"
MedPlus Health Services Ltd,MEDPLUS,"Online Services","9911.699023995","20","10","32","2","12"
CCL Products India Ltd,CCL,"Tea & Coffee","9838.7449632","13","6.12985074626866","77","50","65"
Kaynes Technology India Ltd,KAYNES,"Electrical Components & Equipments","9823.756124160001","49",,,"5","17"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","9783.27443457","45","6.05645161290323","84","96","97"
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","9717.190029927","19",,"73",,"85"
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281","53",,"86","70","75"
Eureka Forbes Ltd,EUREKAFORBE,,"9584.9615496","5",,"55","30","19"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","9575.015031855","31","6.97","20","9","1"
National Standard (India) Ltd,NATIONSTD,"Real Estate","9537.6","57",,"30","1","6"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","9524.290205219999","61","6.095","7","58","21"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","9424.625","94","4.10142857142857","47","1","18"
Birla Corporation Ltd,BIRLACORPN,"Cement","9410.0534034","29","4.95810810810811","32","76","72"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","9360.41016592","9","4.01111111111111","55","26","61"
City Union Bank Ltd,CUB,"Private Banks","9351.45894255","29","4.67741935483871","18","92","55"
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","9323.325806269999","71","5.65952380952381","83","26","56"
RITES Ltd,RITES,"Business Support Services","9298.481517465","80","5.25","35",,"55"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9293.15647048","25","5.47761194029851","10","59","14"
Zensar Technologies Ltd,ZENSARTECH,"IT Services & Consulting","9241.834311755001","88","4.99318181818182","62","79","80"
Welspun India Ltd,WELSPUNIND,"Textiles","9201.91181567","56","5.39754098360656","60","69","77"
Usha Martin Ltd,USHAMART,"Iron & Steel","9159.02111055","56",,"96",,"65"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","9148.2123848","25","4.03529411764706","24",,"22"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","9141.863575035","3","1.85820895522388","9",,"1"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","9113.75743512","87","6.38235294117647","21","100","77"
Kalpataru Power Transmission Ltd,KPIL,"Power Infrastructure","9094.54781972","74","5.7452380952381","74","86","86"
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","9021.66088","98","5.01666666666667","95","14","73"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","8994.96534365","74","2.8","45","13","55"
Bls International Services Ltd,BLS,"Outsourced services","8983.9004312","78","4.88214285714286","45",,"19"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","8885.73576648","67","7.49626865671642","76","94","92"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","8871.1243257","27","6.75793650793651","70","75","86"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","8809.581108","55","6.15","18","9","6"
HFCL Ltd,HFCL,"Telecom Equipments","8802.856405794999","21","6.90833333333333","13",,"10"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","8788.66388615","61","3.59166666666667","9","58","17"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","8725.675518335001","67","6.18214285714286","95","56","85"
Firstsource Solutions Ltd,FSL,"Outsourced services","8689.517324139999","84","5.16428571428571","64","80","88"
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388",,,,,
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8542.954943210001","74","5.04285714285714","72","31","68"
Syrma SGS Technology Ltd,SYRMA,"Electronic Equipments","8533.95032255","11",,"55","13","34"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","8513.73241114","92","10","74","29","48"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","8493.9867408","72","6.16666666666667","87","89","83"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","8385.94020072","55","2.10294117647059","47","28","28"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","8383.0690547","96","7.29285714285714","69","73","66"
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793",,,,,
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194",,,,,
KRBL Ltd,KRBL,"Packaged Foods & Meats","8325.269994080001","76","6.71119402985075","37","83","59"
NCC Ltd,NCC,"Construction & Engineering","8249.90416632","94","5.87301587301587","86","78","94"
Intellect Design Arena Ltd,INTELLECT,"Software Services","8248.05598882","34","6.15227272727273","11","62","56"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","8200.482924619999","46",,"48","87","77"
Eclerx Services Ltd,ECLERX,"Outsourced services","8156.862674030001","95","5.93214285714286","27","68","40"
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","8122.4252673","61","4.7","79","90","98"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","8073.50003868","94","4.82058823529412","18","74","42"
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","8057.640486475","78","6.77727272727273","82","51","73"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","7994.2875669","75","5.89166666666667","60","36","35"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","7976.20862505","5","5.17571428571429","40","87","79"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","7936.8459517","74","6.10405405405405","55","79","49"
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","7877.4659887","56",,"47","99","88"
Welspun Corp Ltd,WELCORP,"Iron & Steel","7857.650672775","23","4.79328358208955","49","88","77"
Alok Industries Ltd,ALOKINDS,"Textiles","7820.253631575","41","3.75409836065574","33",,"11"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","7708.399512","30",,"28","7","22"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","7680.5390937","92","8.18461538461538","4","32","24"
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","7648.608","31",,"4",,"7"
