Name,Ticker,"Sub-Sector","Market Cap","Close Price","Value Momentum Rank","Price to Intrinsic Value Rank","Price Momentum Rank","Fundamental Score","Earnings Quality Rank"
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","20788.913132129997","1315.95","70","61","64","6.73913043478261","6"
Sumitomo Chemical India Ltd,SUMICHEM,"Commodity Chemicals","20507.40256356","409.15","4","28","31","5.91911764705882","57"
Sun Tv Network Ltd,SUNTV,"TV Channels & Broadcasters","20413.583316","513.7","78","89","2","7.28076923076923","60"
Glenmark Pharmaceuticals Ltd,GLENMARK,"Pharmaceuticals","20318.92891356","740.65","72","69","69","4.13714285714286","54"
Aditya Birla Fashion and Retail Ltd,ABFRL,"Retail - Apparel","20182.243846020003","214","9",,"22","1.10882352941176","63"
IPCA Laboratories Ltd,IPCALAB,"Pharmaceuticals","20166.94828882","785.25","15","58","2","6.62285714285714","54"
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","20155.501969816","302.95","69",,"60",,"61"
ICICI Securities Ltd,ISEC,"Investment Banking & Brokerage","19966.074552","631.75","41","72","51","5.565","8"
CIE Automotive India Ltd,CIEINDIA,"Auto Parts","19645.280692945","524.1","83","58","100","5.02796610169491","93"
Gland Pharma Ltd,GLAND,"Pharmaceuticals","19618.338531645","1237.05","7","47","1","8.03428571428571","61"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","19534.98942414","2502.55","39","42","48","6.40642857142857","36"
Atul Ltd,ATUL,"Diversified Chemicals","19504.902835625","6582.35","13","44","20","6.53333333333333","17"
Dr. Lal PathLabs Ltd,LALPATHLAB,"Hospitals & Diagnostic Centres","19479.612377204998","2348.15","2","8","16","5","60"
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","19300.460443155","18.7","67",,"74","4.09090909090909","87"
New India Assurance Company Ltd,NIACL,"Insurance","19149.76","116.15","81","96","64",,"12"
SJVN Ltd,SJVN,"Renewable Energy","19138.10250225","50.3","94","87","77","6.6625","6"
Vinati Organics Ltd,VINATIORGA,"Specialty Chemicals","18909.841559","1823.85","2","11","19","6.42549019607843","31"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","18895.874449","350.8","7","54","4","5.51785714285714","35"
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","18860.53829151","711.1","55",,,,"56"
Five-Star Business Finance Ltd,FIVESTAR,"Consumer Finance","18854.3821494","661.65","81","49",,,"33"
Crompton Greaves Consumer Electricals Ltd,CROMPTON,"Home Electronics & Appliances","18771.388970465","295.55","6","38","14","5.15909090909091","88"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","18644.93531523","5634.05","10",,"7","4.89444444444445","99"
Nippon Life India Asset Management Ltd,NAM-INDIA,"Asset Management","18515.13499563","311.3","35","67","32","4.05869565217391","87"
360 One Wam Ltd,360ONE,"Investment Banking & Brokerage","18421.42446","519.45","44","64","54",,"63"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","18401.5304899","1336.35","15","11","59","6.39375","57"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","18341.67456","2582.1","68","31","85","5.57910447761194","71"
Whirlpool of India Ltd,WHIRLPOOL,"Home Electronics & Appliances","18206.74196415","1435.05","2","21","17","6.05909090909091","9"
Emami Ltd,EMAMILTD,"FMCG - Personal Products","18049.275","416.3","40","63","9","4.69444444444444","49"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","18010.34844756","565.5","48","10","67","4.48627450980392","74"
IDFC Ltd,IDFC,"Diversified Financials","17975.82513846","112.1","82",,"98","2.56739130434783","6"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","17828.063497125","4168.25","17","6","65","5.8","10"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","17794.166559675","170.85","67","28","71","3.61176470588235","41"
Pfizer Ltd,PFIZER,"Pharmaceuticals","17685.615713879997","3897.9","39","47","2",,"87"
Ajanta Pharma Ltd,AJANTPHARM,"Pharmaceuticals","17662.818505125","1414.35","34","68","32","6.31714285714286","97"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","17573.8783087","2900.5","31","12","85","7.36842105263158","99"
Nexus Select Trust,NXST,"Real Estate","17527.035","116.7","72",,,,"48"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","17369.415235","932.2","92","80","69","5.26739130434783","8"
Blue Dart Express Ltd,BLUEDART,"Logistics","17341.5605639","7309.35","28","34","16","4.92272727272727","58"
Aarti Industries Ltd,AARTIIND,"Specialty Chemicals","16919.875833625","466.15","9","52","16","4.86862745098039","22"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","16906.195599335002","92.25","92","93","83","7.54375","97"
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","16647.05664888","289.3","97","89","81","6.91666666666667","85"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","16623.7737288","652.45","90","86","94","4.95454545454545","21"
Capri Global Capital Ltd,CGCL,"Consumer Finance","16584.9962998","800.15","34",,"45","7","7"
Trident Ltd,TRIDENT,"Textiles","16555.3738637","32.8","16",,"25","5.63606557377049","74"
JBM Auto Ltd,JBMA,"Auto Parts","16526.21916832","1402","32","5","100","4.71525423728814","20"
NLC India Ltd,NLCINDIA,"Metals - Diversified","16306.84652184","119.15","84","85","54",,"64"
Cyient Ltd,CYIENT,"Software Services","16277.039152989999","1470.2","73","60","69","4.07142857142857","84"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","16193.03706272","476.7","20","68","27","4.91666666666667","6"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","16173.83006505","6935.6","53","53","39","5.83571428571429","100"
Tata Teleservices (Maharashtra) Ltd,TTML,"Telecom Services","15825.139950064999","82.15","3",,"7","4","96"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","15791.985","26.1","78",,"61",,"12"
UTI-Sensex Exchange Traded Fund,UTISENSETF,"Equity","15502.995608939998","714.76",,,,,
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","15494.179841070001","1911.65","29","23","59","7.76153846153846","57"
KEC International Ltd,KEC,"Construction & Engineering","15448.4401533","600.2","50","65","77","4.59920634920635","87"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","15394.5676971","311.6","61","51","56","4.66153846153846","63"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches","15359.42306718","516.15","89","99","42","4.36617647058824","14"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","15291.755997760001","791.35","62","39","93","2.55476190476191","50"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","15230.083372129999","86.45","76","81","57","3.65714285714286","87"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","15093.32207565","678.4","44","31","31","7.5","42"
Tanla Platforms Ltd,TANLA,"Software Services","14988.32781264","1117.25","21","57","10","5.93409090909091","99"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","14966.98983","13611.65","8","24","47","3.55294117647059","78"
Finolex Cables Ltd,FINCABLES,"Cables","14952.115063925","996.95","73","62","92","7.03857142857143","93"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","14776.360996120002","856.9","14",,"44","4.09","1"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","14699.094907865","1269.3","18","21","31","3.46363636363636","72"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14629.10094864","4743.1","10","36","20","5.81960784313726","48"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","14605.572201920002","1051.7","82","68","70","4.76410256410256","95"
Affle (India) Ltd,AFFLE,"Advertising","14320.206564270002","1064.25","19","15","3","6.83333333333333","96"
Redington (India) Ltd,REDINGTON,"Technology Hardware","14203.22811514","180.95","80","91","83","7.02857142857143","3"
Aether Industries Ltd,AETHER,"Specialty Chemicals","14136.286118470001","1058.2","24","5","39",,"4"
PVR Ltd,PVRINOX,"Theatres","14100.24724696","1448.45","30","13","1","3.31538461538462","24"
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","14035.590047535","3725.15","59",,"75","5.87777777777778","93"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","14023.3640697","942","15","21","8","5.45","52"
Clean Science and Technology Ltd,CLEAN,"Specialty Chemicals","13976.320152525","1317","18","27","25","7.50980392156863","58"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","13920.86600397","905.5","54","88","22","5.39444444444444","25"
Westlife Development Ltd,WESTLIFE,"Restaurants & Cafes","13728.563219925","880.45","28","4","36","3.64285714285714","14"
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines","13648.57327215","219.4","51","46","27","3.96111111111111","22"
Brigade Enterprises Ltd,BRIGADE,"Real Estate","13631.762261075","576.55","29","31","45","3.98888888888889","81"
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","13494.45671706","266.7","66","61","23","6.72727272727273","16"
NMDC Steel Ltd,NSLNISP,"Iron & Steel","13466.13388075","45",,,,,
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","13056.4154688","131.05","84","78","50","5.29196428571429","82"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","13038.128449185","558.65","18","39","44","4.87203389830508","85"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","13030.16948996","711.5","14","60","10","4.69357142857143","75"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","12800.08685955","752.95","56","84","12","3.83071428571429","15"
RBL Bank Ltd,RBLBANK,"Private Banks","12779.55123173","219.65","93","91","75","4.88709677419355","60"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","12725.8376418","2464.15","4","20","28","6.50490196078431","18"
RHI Magnesita India Ltd,RHIM,"Cement","12713.26029169","613.45","3","22","25","7.41756756756757","35"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","12711.897750869999","404.8","68","13","95","7.25454545454546","100"
Aegis Logistics Ltd,AEGISCHEM,"Oil & Gas - Storage & Transportation","12690.405","364.6","50","54","94","5.5625","16"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","12684.400773795","353.35","38","41","15","2.62837837837838","56"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","12638.23","1198.55","31","41","31","5.63695652173913","77"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","12624.6840357","1298.75","19",,"33","6.48809523809524","22"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","12606.857308215","1570.5","85","83","53","5.51","90"
Sundaram Clayton Ltd,SUNCLAYLTD,"Auto Parts","12598.822810775","5022.1","75","85","59",,"12"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","12505.121650125","288.8","47","7","66","5.92285714285714","17"
Suven Pharmaceuticals Ltd,SUVENPHAR,"Pharmaceuticals","12370.584036819999","483.35","25",,"36","7.86071428571429","90"
Raymond Ltd,RAYMOND,"Apparel & Accessories","12232.590202595","1824.55","91","82","81","3.30409836065574","81"
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","12213.22911009","2691.55","49","33","75","3.46078431372549","98"
Aavas Financiers Ltd,AAVAS,"Home Financing","12197.781859855","1567.75","47","45","30","6.37272727272727","8"
Sheela Foam Ltd,SFL,"Home Furnishing","12063.50059032","1212.65","9","15","8","6.16666666666667","67"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","12035.4372855","100.1","16",,,,"13"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","11950.10296224","2362.25","58","58","54",,"48"
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","11881.2765","59.9","100","99","88","5.25909090909091","25"
KIOCL Ltd,KIOCL,"Iron & Steel","11790.3712624","193.3","32","53","47","6.36417910447761","11"
Hindustan Copper Ltd,HINDCOPPER,"Mining - Copper","11584.9477596","119.7","61","68","55","3.33333333333333","95"
POWERGRID Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","11516.9498752","115.45","94","82","100",,"79"
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","11489.58995787","2079.8","51","8","90","7.46875","26"
BASF India Ltd,BASF,"Diversified Chemicals","11418.5354038","2645.7","28","59","23","6.84444444444444","55"
Jindal SAW Ltd,JINDALSAW,"Building Products - Pipes","11360.19592046","355.15","95","83","97","3.90149253731343","87"
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","11205.278736364999","1119.75","66","20","73","6.41538461538462","69"
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","11194.2607662","454.7","74","10",,,"9"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","11176.6064838","2273.85","23","39","10","6.61428571428571","79"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","11155.112124735","771.85","98","93","81","6.9375","88"
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","11144.23019","184.45","70","70","74","6.64375","95"
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","11102.004401125","124.1","13","33","41","6.71666666666667","82"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","11063.07796542","269.8","70","97","32","6.07058823529412","37"
Aditya Birla Sun Life Amc Ltd,ABSLAMC,"Asset Management","11037.58661528","391.45","32","68","21",,"69"
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","11020.87937574","746.6","59","69","41","10","5"
Amara Raja Batteries Ltd,AMARAJABAT,"Batteries","11013.1359375","612.3","89","84","78","6.21142857142857","34"
Can Fin Homes Ltd,CANFINHOME,"Home Financing","10896.00204875","831.1","90","83","83","3.86363636363636","7"
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","10881.8936401","798.9","3","33","9","7.33181818181818","32"
MedPlus Health Services Ltd,MEDPLUS,"Online Services","10878.38897748","918.45","11","2","34","10","20"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","10829.41099325","392.45","39","62","10","6.4","86"
Vardhman Textiles Ltd,VTL,"Textiles","10796.582817","373.4","66","82","40","6.04180327868852","81"
Bharat 22 ETF,ICICIB22,"Equity","10739.054693185","68.91",,,,,
Equitas Small Finance Bank Ltd,EQUITASBNK,"Private Banks","10738.64344124","96.45","92","82","96","7.14677419354839","71"
Olectra Greentech Ltd,OLECTRA,"Electrical Components & Equipments","10731.645959065","1298.95","48","1","72","4.80714285714286","85"
Anupam Rasayan India Ltd,ANURAS,"Specialty Chemicals","10662.4783656","980.8","50","29","77","5.43529411764706","7"
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","10642.62613635","1106.25","48","24","50","10","33"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","10634.949769885001","126.35","96","99","74","5.98260869565217","22"
Nippon India ETF Bank BeES,BANKBEES,"Equity","10625.94809425","469.15",,,,,
Kaynes Technology India Ltd,KAYNES,"Electrical Components & Equipments","10561.29368592","1817.2","11","4",,,"49"
ITI Ltd,ITI,"Telecom Equipments","10521.7119711","108.9","2",,"15","3.9","10"
Mahanagar Gas Ltd,MGL,"Gas Distribution","10514.40057921","1065.95","91","75","89","5.83333333333333","86"
Century Textile and Industries Ltd,CENTURYTEX,"Paper Products","10419.211488","971.75","13","33","26","2.75333333333333","61"
Zensar Technologies Ltd,ZENSARTECH,"IT Services & Consulting","10365.213755114999","457.65","78","73","60","4.99318181818182","88"
Eureka Forbes Ltd,EUREKAFORBE,,"10319.2152654","518.1","12","29","33",,"4"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","10262.69805919","129.75","99","95","88","6.05645161290323","46"
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","10203.1399736","803.5","34","72","37","4.28478260869565","62"
RITES Ltd,RITES,"Business Support Services","10072.253593605","424.2","56",,"44","5.25","80"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","10004.6009922","738.1","21","58","5","6.095","61"
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","9998.785872460001","7728.95","61","25","84","5.65952380952381","71"
BSE Ltd,BSE,"Stock Exchanges & Ratings","9986.7285","738.15","48","47","33","6.13333333333333","86"
CESC Ltd,CESC,"Power Generation","9941.778225","75","86","98","34","7.25","51"
Usha Martin Ltd,USHAMART,"Iron & Steel","9879.7359642","324.2","64",,"95",,"56"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","9798.148584695","4581.6","81","52","83","6.18214285714286","66"
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","9717.190029927","264.22","85",,"73",,"19"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","9706.452187","491","14","56","4","3.59166666666667","60"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","9694.341547439999","383.65","89","93","61","7.49626865671642","67"
CEAT Ltd,CEATLTD,"Tires & Rubber","9639.45917406","2483.35","84","65","84","4.365","74"
City Union Bank Ltd,CUB,"Private Banks","9610.6046773","129.8","56","92","20","4.67741935483871","29"
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281","137.44","75","70","86",,"53"
Welspun India Ltd,WELSPUNIND,"Textiles","9533.81558738","99.1","76","70","58","5.39754098360656","56"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","9519.5","3857","11","1","37","4.10142857142857","94"
National Standard (India) Ltd,NATIONSTD,"Real Estate","9468.8","4652","16","1","45",,"56"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","9461.1005712","2705.25","42",,"26","4.03529411764706","86"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","9457.79697632","457.85","54","26","41","4.01111111111111","9"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","9440.821478295","309.75","1","10","19","6.97","31"
Firstsource Solutions Ltd,FSL,"Outsourced services","9413.07493322","136.8","83","76","53","5.16428571428571","84"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9389.87732936","1475.65","15","61","6","5.47761194029851","25"
Birla Corporation Ltd,BIRLACORPN,"Cement","9389.26195971","1210.65","77","77","39","4.95810810810811","29"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","9320.32361095","454.6","23","27","2","8.18461538461538","92"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","9302.478252575","1489.35","52","63","24","6.08636363636364","96"
